date,name,ticker,open,high,low,close,volume
2015-01-02,S&P500,^GSPC,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2708700000
2015-01-05,S&P500,^GSPC,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,3799120000
2015-01-06,S&P500,^GSPC,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,4460110000
2015-01-07,S&P500,^GSPC,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000
2015-01-08,S&P500,^GSPC,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,3934010000
2015-01-09,S&P500,^GSPC,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,3364140000
2015-01-12,S&P500,^GSPC,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000
2015-01-13,S&P500,^GSPC,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000
2015-01-14,S&P500,^GSPC,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,4378680000
2015-01-15,S&P500,^GSPC,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000
2015-01-16,S&P500,^GSPC,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,4056410000
2015-01-20,S&P500,^GSPC,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,3944340000
2015-01-21,S&P500,^GSPC,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,3730070000
2015-01-22,S&P500,^GSPC,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,4176050000
2015-01-23,S&P500,^GSPC,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,3573560000
2015-01-26,S&P500,^GSPC,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,3465760000
2015-01-27,S&P500,^GSPC,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,3329810000
2015-01-28,S&P500,^GSPC,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,4067530000
2015-01-29,S&P500,^GSPC,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,4127140000
2015-01-30,S&P500,^GSPC,2019.3499755859375,2023.3199462890625,1993.3800048828125,1994.989990234375,4568650000
2015-02-02,S&P500,^GSPC,1996.6700439453125,2021.6600341796875,1980.9000244140625,2020.8499755859375,4008330000
2015-02-03,S&P500,^GSPC,2022.7099609375,2050.300048828125,2022.7099609375,2050.030029296875,4615900000
2015-02-04,S&P500,^GSPC,2048.860107421875,2054.739990234375,2036.719970703125,2041.510009765625,4141920000
2015-02-05,S&P500,^GSPC,2043.449951171875,2063.550048828125,2043.449951171875,2062.52001953125,3821990000
2015-02-06,S&P500,^GSPC,2062.280029296875,2072.39990234375,2049.969970703125,2055.469970703125,4232970000
2015-02-09,S&P500,^GSPC,2053.469970703125,2056.159912109375,2041.8800048828125,2046.739990234375,3549540000
2015-02-10,S&P500,^GSPC,2049.3798828125,2070.860107421875,2048.6201171875,2068.590087890625,3669850000
2015-02-11,S&P500,^GSPC,2068.550048828125,2073.47998046875,2057.989990234375,2068.530029296875,3596860000
2015-02-12,S&P500,^GSPC,2069.97998046875,2088.530029296875,2069.97998046875,2088.47998046875,3788350000
2015-02-13,S&P500,^GSPC,2088.780029296875,2097.030029296875,2086.699951171875,2096.989990234375,3527450000
2015-02-17,S&P500,^GSPC,2096.469970703125,2101.300048828125,2089.800048828125,2100.340087890625,3361750000
2015-02-18,S&P500,^GSPC,2099.159912109375,2100.22998046875,2092.14990234375,2099.679931640625,3370020000
2015-02-19,S&P500,^GSPC,2099.25,2102.1298828125,2090.7900390625,2097.449951171875,3247100000
2015-02-20,S&P500,^GSPC,2097.64990234375,2110.610107421875,2085.43994140625,2110.300048828125,3281600000
2015-02-23,S&P500,^GSPC,2109.830078125,2110.050048828125,2103.0,2109.659912109375,3093680000
2015-02-24,S&P500,^GSPC,2109.10009765625,2117.93994140625,2105.8701171875,2115.47998046875,3199840000
