keyword,title,link,description,pubDate,originallink,pubDate_parsed,date
코스피,'4천피' 박스권 갇힌 <b>코스피</b>…쿠팡 5% 이상 급락,https://n.news.naver.com/mnews/article/374/0000478193?sid=101,"지난 2거래일 뒷걸음질 쳤던 <b>코스피</b>가 장 초반부터 뚜렷한 상승세 보이면서 다시 4,000선을 가시권에... 김종윤 기자, <b>코스피</b>는 외국인과 기관이 같이 사고 있죠? [기자] <b>코스피</b>는 개장 후 3,939로 오른 뒤 1.6% 상승하며... ","Tue, 02 Dec 2025 11:39:00 +0900",https://biz.sbs.co.kr/article_hub/20000275867?division=NAVER,2025-12-02 11:39:00+09:00,2025-12-02
반도체,"SK에코플랜트, <b>반도체</b>소재 자회사 4곳 편입",https://n.news.naver.com/mnews/article/016/0002566033?sid=101,"첨단산업 밸류체인 완성 SK에코플랜트가 <b>반도체</b> 및 인공지능(AI) 등 첨단산업 종합 서비스 기업으로 역량을... 신규 편입된 4개사는 포토, 식각가스, 증착, 금속배선, 패키징 등 <b>반도체</b> 제조 전 과정과 유기발광다이오드... ","Tue, 02 Dec 2025 11:35:00 +0900",https://biz.heraldcorp.com/article/10627856?ref=naver,2025-12-02 11:35:00+09:00,2025-12-02
부동산,"정부·지자체, '건전하고 투명한 <b>부동산</b> 시장' 설명회 개최",http://www.marketnews.co.kr/news/articleView.html?idxno=73408,자료=국토교통부 국토교통부(장관 김윤덕)는 한국<b>부동산</b>원(원장 손태락)과 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여개 지자체(담당자 600여명)를 대상으로 12월 3일(세종)·  4일(대구)·9일(서울) 총 3회에 걸쳐 지역별... ,"Tue, 02 Dec 2025 11:16:00 +0900",http://www.marketnews.co.kr/news/articleView.html?idxno=73408,2025-12-02 11:16:00+09:00,2025-12-02
경제,"李대통령, 5일 충남 타운홀미팅…“韓 <b>경제</b> 핵심 거점”",https://n.news.naver.com/mnews/article/029/0002996933?sid=100,이 대통령은 “국토의 한가운데에 위치한 충남은 전국 어디서나 접근이 용이할 뿐 아니라 반도체와 디스플레이 등 첨단산업이 빠르게 성장하는 우리 <b>경제</b>의 핵심 거점”이라고 평가했다. 이어 “풍부한 해양자원과 넓은... ,"Tue, 02 Dec 2025 11:15:00 +0900",https://www.dt.co.kr/article/12032707?ref=naver,2025-12-02 11:15:00+09:00,2025-12-02
경제,"정부, 내년 <b>경제</b>성장전략에 'AI·반도체 투자' 금산분리 완화 방안 담는...",https://n.news.naver.com/mnews/article/421/0008637226?sid=101,정부가 인공지능(AI)·반도체 등 첨단산업에 대규모 투자를 촉진하기 위해 내년 초 발표할 '<b>경제</b>성장전략'에... 이에 따라 기재부 조직개편으로 출범하는 재정<b>경제</b>부가 내년 초 공개할 <b>경제</b>성장전략에 금산분리 방안을... ,"Tue, 02 Dec 2025 11:15:00 +0900",https://www.news1.kr/economy/trend/5994835,2025-12-02 11:15:00+09:00,2025-12-02
부동산,"서울시, '강북 집중' 모아타운 6곳 확정…총 8478가구 공급[<b>부동산</b>AtoZ]",https://n.news.naver.com/mnews/article/277/0005687623?sid=101,서울시는 강북권인 성북·강북·동대문·중랑·마포구 등 모아타운 6개 지역을 확정해 총 8478가구를 공급한다고 2일 밝혔다. 시는 전날 제18차 소규모주택정비 통합심의 소위원회에서 '성북구 정릉동 226-1일대 모아타운... ,"Tue, 02 Dec 2025 11:15:00 +0900",https://view.asiae.co.kr/article/2025120209011176820,2025-12-02 11:15:00+09:00,2025-12-02
부동산,김이탁 국토부 1차관 취임 &quot;국민 눈높이서 <b>부동산</b> 해법 다시 점검&quot;,https://www.pinpointnews.co.kr/news/articleView.html?idxno=401737,"있다&quot;며 <b>부동산</b> 정책 전반에 대한 재점검을 예고했다. 김 차관은 현재 국토부가 직면한 정책 환경에 대해 &quot;<b>부동산</b> 시장 불안, 국토 불균형, 건설현장 사고 등 다양한 위기에 놓여 있다&quot;고 진단했다. 특히 '주택시장 안정'을... ","Tue, 02 Dec 2025 11:12:00 +0900",https://www.pinpointnews.co.kr/news/articleView.html?idxno=401737,2025-12-02 11:12:00+09:00,2025-12-02
코스피,"<b>코스피</b>, 외국인·기관 동반 매수에 상승 [fn오전시황]",https://n.news.naver.com/mnews/article/014/0005442882?sid=101,<b>코스피</b>가 2일 외국인과 기관의 매수세에 오름세다. 이날 오전 11시 5분 현재 <b>코스피</b>는 전 거래일보다 54.43p(1.39%) 오른 3974.80에 거래되고 있다. <b>코스피</b>는 전 거래일보다 18.72p(0.48%) 오른 3939.09에 출발했다.... ,"Tue, 02 Dec 2025 11:12:00 +0900",http://www.fnnews.com/news/202512021108482454,2025-12-02 11:12:00+09:00,2025-12-02
경제,"공정위, '뒷광고' 근절 위해 '<b>경제</b>적 이해관계 표시' 안내서 개정·배포",https://n.news.naver.com/mnews/article/421/0008637196?sid=101,알아보는 <b>경제</b>적 이해관계 표시'를 개정해 배포한다고 2일 밝혔다. 뒷광고는 광고주와 추천·보증인 사이에 존재하는 <b>경제</b>적 이해관계를 명확하게 공개하지 않고 광고(추천·보증)하는 행위다. 안내서는 △추천·보증 및... ,"Tue, 02 Dec 2025 11:12:00 +0900",https://www.news1.kr/economy/trend/5994921,2025-12-02 11:12:00+09:00,2025-12-02
경제,"KB Bank 인니, '내년 인니 <b>경제</b>·정치 환경 전망' 포럼 개최",https://daily.hankooki.com/news/articleView.html?idxno=1304003,인도네시아의 <b>경제</b> 및 정치 환경을 전망하는 포럼 'KB Bank Economic Outlook 2026'을 개최했다. 사진... 인도네시아의 <b>경제</b> 및 정치 환경을 전망하는 포럼 'KB Bank Economic Outlook 2026'을 개최했다고 밝혔다. 이번... ,"Tue, 02 Dec 2025 11:08:00 +0900",https://daily.hankooki.com/news/articleView.html?idxno=1304003,2025-12-02 11:08:00+09:00,2025-12-02
코스피,"<b>코스피</b>, 장중 오름폭 키워 3,970대…코스닥 강보합 전환",https://n.news.naver.com/mnews/article/001/0015773422?sid=101,"전환 <b>코스피</b>가 2일 장중 오름폭을 키워 3,970대를 회복했다. 코스닥지수도 소폭 상승세로 돌아섰다. 이날 오전 11시 3분 현재 <b>코스피</b>는 전장보다 54.05포인트(1.38%) 오른 3,974.42다. 지수는 전장보다 18.72포인트(0.... ","Tue, 02 Dec 2025 11:08:00 +0900",https://www.yna.co.kr/view/AKR20251202074100008?input=1195m,2025-12-02 11:08:00+09:00,2025-12-02
반도체,"SK에코플랜트, <b>반도체</b> 소재 4개사 자회사 편입…<b>반도체</b>·AI 역량 강화",https://n.news.naver.com/mnews/article/003/0013633641?sid=105,이번 편입은 SK에코플랜트가 <b>반도체</b>와 인공지능(AI) 중심으로 서비스 역량을 강화하는 것으로 풀이된다. 신규 편입 4개사는 포토·식각가스·증착·금속배선·패키징 등 <b>반도체</b> 제조 전 과정과 OLED 증착 등 디스플레이... ,"Tue, 02 Dec 2025 11:08:00 +0900",https://www.newsis.com/view/NISX20251202_0003424904,2025-12-02 11:08:00+09:00,2025-12-02
경제,"이 대통령, 5일 충남 타운홀미팅…&quot;대한민국 중심이자 <b>경제</b> 거점&quot;",https://n.news.naver.com/mnews/article/055/0001312583?sid=100,이 대통령은 &quot;국토의 한가운데에 위치한 충남은 전국 어디서나 접근이 용이할 뿐 아니라 반도체와 디스플레이 등 첨단산업이 빠르게 성장하는 우리 <b>경제</b>의 핵심 거점&quot;이라고 평가했습니다. 이어 &quot;풍부한 해양 자원과 넓은... ,"Tue, 02 Dec 2025 11:06:00 +0900",https://news.sbs.co.kr/news/endPage.do?news_id=N1008352701&plink=ORI&cooper=NAVER,2025-12-02 11:06:00+09:00,2025-12-02
경제,"'특별한 희생, 특별한 보상'…파주시, '평화<b>경제</b>특구' 지정 추진 박차",https://n.news.naver.com/mnews/article/002/0002416897?sid=102,"접경지역 지자체 유일 '평화특구' 지정 기본구상 용역 완료…미반환공여지 개발 등 접경지 <b>경제</b>성장 주도권... 평화<b>경제</b>특구 지정을 중심으로 접경지역 <b>경제</b>성장 주도권 확보라는 방침을 세우고, 미군반환공여지를... ","Tue, 02 Dec 2025 11:04:00 +0900",https://www.pressian.com/pages/articles/2025120210285121503?utm_source=naver&utm_medium=search,2025-12-02 11:04:00+09:00,2025-12-02
부동산,"국토부·<b>부동산</b>원, '<b>부동산</b> 시장질서 관리 강화' 지자체 설명회 개최",https://www.bizwork.co.kr/news/articleView.html?idxno=409723,"국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여개 지자체 담당자 600여명를 대상으로 오는 3일(세종), 4일(대구), 9일(서울) 총 3회에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다. 국토부는... ","Tue, 02 Dec 2025 11:04:00 +0900",https://www.bizwork.co.kr/news/articleView.html?idxno=409723,2025-12-02 11:04:00+09:00,2025-12-02
반도체,AI <b>반도체</b> 든 백준호 퓨리오사AI 대표,https://n.news.naver.com/mnews/article/001/0015773399?sid=101,2일 서울 강남구 인터컨티넨탈서울파르나스에서 열린 벤처 30주년 기념식 토크쇼에서 백준호 퓨리오사AI 대표가 AI <b>반도체</b> 레니게이드를 들고 인사말을 하고 있다. 2025.12.2,"Tue, 02 Dec 2025 11:04:00 +0900",https://www.yna.co.kr/view/PYH20251202080700013?input=1196m,2025-12-02 11:04:00+09:00,2025-12-02
반도체,"SK에코플랜트, <b>반도체</b> 자회사 편입···&quot;첨단산업 종합 서비스&quot;",http://www.metroseoul.co.kr/article/20251202500213,<b>반도체</b> 제조 필수소재 자회사 4곳 편입 완료 성장성 및 재무 안정성 강화 SK머티리얼즈퍼포먼스 포토소재 사업 연구실 전경. /SK에코플랜트 SK에코플랜트가 <b>반도체</b>·AI 중심의 성장 전략을 가속화하며 첨단산업 분야... ,"Tue, 02 Dec 2025 11:04:00 +0900",http://www.metroseoul.co.kr/article/20251202500213,2025-12-02 11:04:00+09:00,2025-12-02
반도체,"SK에코플랜트, <b>반도체</b> 소재 자회사 편입 완료…지속가능 성장 확보",https://n.news.naver.com/mnews/article/421/0008637137?sid=101,SK에코플랜트는 SK㈜의 <b>반도체</b> 소재사 4곳을 자회사로 편입했다고 2일 밝혔다. 해당 자회사는 △SK트리켐 △SK레조낙 △SK머티리얼즈제이엔씨 △SK머티리얼즈퍼포먼스다. 이들 기업은 <b>반도체</b> 제조 전 과정과 OLED(유기... ,"Tue, 02 Dec 2025 11:04:00 +0900",https://www.news1.kr/realestate/general/5994979,2025-12-02 11:04:00+09:00,2025-12-02
부동산,"국토부·<b>부동산</b>원, <b>부동산</b> 시장질서 관리 지자체 설명회 개최",https://n.news.naver.com/mnews/article/119/0003032189?sid=101,"국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여개 지자체, 담당자 600여명을 대상으로 3일 세종, 4일 대구, 9일 서울 총 3회에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다. 국토부는 2020년부터... ","Tue, 02 Dec 2025 11:03:00 +0900",https://www.dailian.co.kr/news/view/1580777/?sc=Naver,2025-12-02 11:03:00+09:00,2025-12-02
부동산,정부·지자체 힘 합쳐 ‘건전하고 투명한 <b>부동산</b> 시장’ 만든다,https://www.etoday.co.kr/news/view/2531621,이투데이=김지영 기자 | 국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여 개 지자체(담당자 600여 명)를 대상으로 세종· 대구·서울에서 총 3회에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다.... ,"Tue, 02 Dec 2025 11:02:00 +0900",https://www.etoday.co.kr/news/view/2531621,2025-12-02 11:02:00+09:00,2025-12-02
부동산,GTX-C 재정 사업 전환 가능성에…인근 <b>부동산</b> 시장도 ‘촉각’,https://n.news.naver.com/mnews/article/009/0005599410?sid=101,지역 <b>부동산</b> 시장에도 눈길이 모인다. 2일 분양업계에 따르면 GTX-C 노선이 지나는 양주·의왕·수원 등 수도권 주요 거점 지역의 <b>부동산</b> 시장에 관심이 높아지고 있다. GTX-C 노선은 경기도 양주시 덕정역부터 수원역까지... ,"Tue, 02 Dec 2025 11:02:00 +0900",https://www.mk.co.kr/article/11481999,2025-12-02 11:02:00+09:00,2025-12-02
부동산,"&quot;<b>부동산</b> 시장질서 강화&quot;…국토부, 전국 지자체 담당자 대상 설명회",https://n.news.naver.com/mnews/article/079/0004091719?sid=101,핵심요약 오는 3일 세종을 대상으로 4일 대구·5일 서울 등 세 차례 진행 <b>부동산</b> 불법행위 신고 처리 업무 실무 요령 및 사례 공유 등 국토교통부는 2일 한국<b>부동산</b>원과 함께 전국 280여 개 지자체 업무 담당자 약 600명을... ,"Tue, 02 Dec 2025 11:02:00 +0900",https://www.nocutnews.co.kr/news/6436776?utm_source=naver&utm_medium=article&utm_campaign=20251202110102,2025-12-02 11:02:00+09:00,2025-12-02
반도체,"<b>반도체</b>아카데미, 내년 AI 융합 새 교육과정 제공한다",https://n.news.naver.com/mnews/article/018/0006175882?sid=101,"산업통상부는 한국<b>반도체</b>아카데미가 올해 주요 교육 프로그램을 마무리하고 내년부터 인공지능(AI)<b>반도체</b>, 국산 차량용<b>반도체</b> 등 AI·미래차와 <b>반도체</b>를 융합한 신규교육을 제공할 계획이라고 2일 밝혔다.... ","Tue, 02 Dec 2025 11:01:00 +0900",http://www.edaily.co.kr/news/newspath.asp?newsid=03250486642394584,2025-12-02 11:01:00+09:00,2025-12-02
부동산,"국토부, 세종·대구·서울서 <b>부동산</b> 시장질서 관리 강화 위한 지자체 설...",https://n.news.naver.com/mnews/article/366/0001127456?sid=101,"국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여개 지자체(담당자 600여명)를 대상으로 오는 3일(세종), 4일(대구), 9일(서울) 총 3회에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다. 국토교통부는... ","Tue, 02 Dec 2025 11:01:00 +0900",https://biz.chosun.com/real_estate/real_estate_general/2025/12/02/BOYATB6NOVAG5OEMSIZRGTXTZM/?utm_source=naver&utm_medium=original&utm_campaign=biz,2025-12-02 11:01:00+09:00,2025-12-02
부동산,"국토부, 지자체 대상 '<b>부동산</b>시장 질서 관리 강화' 설명회",https://n.news.naver.com/mnews/article/014/0005442854?sid=101,"국토교통부와 한국<b>부동산</b>원은 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여개 지방자치단체 담당자 600여명을 대상으로 세 차례에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다. 이번 설명회는 3일 세종, 4일 대구, 9일... ","Tue, 02 Dec 2025 11:01:00 +0900",http://www.fnnews.com/news/202512020920224397,2025-12-02 11:01:00+09:00,2025-12-02
부동산,'다운계약서' 등 <b>부동산</b> 거래 불법 행위 단속 설명회 개최,https://n.news.naver.com/mnews/article/018/0006175884?sid=101,"국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장 질서 관리 강화를 위해 전국 280여개 지자체, 담당자 600여명을 대상으로 총 3회에 걸쳐 지역별 설명회를 개최한다고 2일 밝혔다. 국토부는 3일 세종, 4일 대구, 9일 서울 등 총... ","Tue, 02 Dec 2025 11:01:00 +0900",http://www.edaily.co.kr/news/newspath.asp?newsid=03257046642394584,2025-12-02 11:01:00+09:00,2025-12-02
부동산,"국토부, <b>부동산</b> 불법행위 근절 위해 지방정부와 협력 강화",https://n.news.naver.com/mnews/article/088/0000984517?sid=101,정부가 <b>부동산</b> 시장질서 관리를 강화하기 위해 지방정부와 협력을 확대하며 현장 대응력을 끌어올리는 데... 국토교통부는 2일 &quot;한국<b>부동산</b>원과 함께 전국 280여개 지자체 담당자 600여명을 대상으로 지역별 설명회를... ,"Tue, 02 Dec 2025 11:00:00 +0900",https://www.imaeil.com/page/view/2025120208265452239,2025-12-02 11:00:00+09:00,2025-12-02
반도체,<b>반도체</b>아카데미 올해 1천100여명 수료…아산·창원센터 추가개소,https://n.news.naver.com/mnews/article/001/0015773358?sid=105,내년 AI·미래차 <b>반도체</b> 분야로 교육과정 확대 산업통상부는 <b>반도체</b> 산업의 현장 맞춤형 인력 양성을 위해 개설한 한국<b>반도체</b>아카데미가 올해 1천100여명의 수료생을 배출한다고 2일 밝혔다. 한국<b>반도체</b>산업협회가... ,"Tue, 02 Dec 2025 11:00:00 +0900",https://www.yna.co.kr/view/AKR20251202067000003?input=1195m,2025-12-02 11:00:00+09:00,2025-12-02
반도체,"<b>반도체</b>아카데미, 2026년부터 구직자·재직자에게 AI·미래차 <b>반도체</b> 교육",https://n.news.naver.com/mnews/article/421/0008637117?sid=101,"산업통상부는 한국<b>반도체</b>산업협회가 운영하는 한국<b>반도체</b>아카데미가 내년부터 인공지능(AI) <b>반도체</b>, 국산 차량용<b>반도체</b> 등 AI·미래차와 <b>반도체</b>를 융합한 신규교육을 제공한다고 2일 밝혔다. 아카데미는 지난 6월 수도권... ","Tue, 02 Dec 2025 11:00:00 +0900",https://www.news1.kr/economy/idustry-trade/5994846,2025-12-02 11:00:00+09:00,2025-12-02
반도체,"산업부, <b>반도체</b>아카데미 교육 성료…내년 신규 교육과정 개설",https://n.news.naver.com/mnews/article/003/0013633598?sid=101,"산업통상부는 한국<b>반도체</b>아카데미가 올해 주요 교육 프로그램을 성공적으로 마무리했다고 2일 밝혔다. 아카데미는 내년부터 인공지능(AI)<b>반도체</b>, 국산 차량용<b>반도체</b> 등 AI·미래차와 <b>반도체</b>를 융합한 신규교육을 제공할... ","Tue, 02 Dec 2025 11:00:00 +0900",https://www.newsis.com/view/NISX20251202_0003424376,2025-12-02 11:00:00+09:00,2025-12-02
부동산,허위매물·다운계약 엄정 대응… 국토부 &quot;<b>부동산</b> 시장질서 총력 관리&quot;,https://n.news.naver.com/mnews/article/008/0005285962?sid=101,"국토교통부가 <b>부동산</b> 시장질서 관리를 강화하기 위해 전국 지자체 공무원을 대상으로 <b>부동산</b> 불법행위 대응 교육에 나선다. 국토부는 한국<b>부동산</b>원과 함께 오는 3일 세종을 시작으로 4일 대구, 9일 서울 등 총 세 차례... ","Tue, 02 Dec 2025 11:00:00 +0900",https://www.mt.co.kr/estate/2025/12/02/2025120208150059079,2025-12-02 11:00:00+09:00,2025-12-02
부동산,"&quot;<b>부동산</b> 불법행위 근절&quot;…국토부, 지자체 대상 설명회",https://n.news.naver.com/mnews/article/001/0015773363?sid=101,"국토교통부는 한국<b>부동산</b>원과 <b>부동산</b> 시장 질서 관리 강화를 위해 전국 280여개 지방자치단체를 대상으로 지역별 설명회를 개최한다고 2일 밝혔다. 설명회는 이달 3일(세종)과 4일(대구), 9일(서울) 3차례 진행된다. 집값... ","Tue, 02 Dec 2025 11:00:00 +0900",https://www.yna.co.kr/view/AKR20251202055800003?input=1195m,2025-12-02 11:00:00+09:00,2025-12-02
부동산,&quot;<b>부동산</b> 불법행위 신고 처리는 이렇게&quot; 지자체 실무 역량강화 위한 설명...,https://www.newspim.com/news/view/20251202000198,단지내 모 <b>부동산</b>은 피해야해요&quot;  한 아파트 거주자 커뮤니티 회원 주민 A는 단지 주변 중개업자들에게 특정... 불법 사례(집값 담합) 모식도 [자료=국토부] 집값담합이나 허위매물과 같은 <b>부동산</b> 거래 과정에서 불법 행위가... ,"Tue, 02 Dec 2025 11:00:00 +0900",https://www.newspim.com/news/view/20251202000198,2025-12-02 11:00:00+09:00,2025-12-02
부동산,"국토부·<b>부동산</b>원, '<b>부동산</b> 시장질서 관리 강화' 지자체 설명회",https://n.news.naver.com/mnews/article/003/0013633596?sid=101,국토교통부는 한국<b>부동산</b>원과 함께 오는 3~4일과 9일 총 3회에 걸쳐 전국 280여 개 지방자치단체를 대상으로 <b>부동산</b> 시장 질서 관리 강화를 위한 설명회를 연다고 2일 밝혔다. 이번 설명회에서는 집값 담합과 허위 매물 등... ,"Tue, 02 Dec 2025 11:00:00 +0900",https://www.newsis.com/view/NISX20251202_0003424440,2025-12-02 11:00:00+09:00,2025-12-02
부동산,정부·지자체 <b>부동산</b> 시장질서 관리 강화에 힘 모은다,https://n.news.naver.com/mnews/article/421/0008637119?sid=101,"국토교통부는 한국<b>부동산</b>원과 함께 <b>부동산</b> 시장질서 관리 강화를 위해 전국 280여 개 지자체 담당자 600여 명을 대상으로 설명회를 개최한다고 2일 밝혔다. 이번 설명회는 집값담합, 허위매물 등 <b>부동산</b> 불법행위 신고에... ","Tue, 02 Dec 2025 11:00:00 +0900",https://www.news1.kr/realestate/general/5994705,2025-12-02 11:00:00+09:00,2025-12-02
경제,"한국투자공사, 英 런던서 내년 유럽 <b>경제</b> 전망·채권 투자 논의",https://n.news.naver.com/mnews/article/421/0008637095?sid=101,국부펀드 한국투자공사(KIC)가 영국에서 한국 기관투자자와 현지 투자 전문가를 초청해 내년 유럽 <b>경제</b>... 주제 발표를 맡은 HSBC의 크리스 헤어(Chris Hare) 유럽 수석 이코노미스트는 &quot;유로존 <b>경제</b>가 올해 예상보다... ,"Tue, 02 Dec 2025 10:59:00 +0900",https://www.news1.kr/finance/general-stock/5994950,2025-12-02 10:59:00+09:00,2025-12-02
반도체,"SK에코플랜트, <b>반도체</b> 소재 자회사 편입··· 종합 서비스 역량 강화",https://n.news.naver.com/mnews/article/421/0008637086?sid=101,SK에코플랜트(003340)가 <b>반도체</b>·인공지능(AI) 중심의 성장 전략을 가속화하며 첨단산업 분야 종합 서비스... 이번 편입으로 SK에코플랜트는 <b>반도체</b> 소재부터 인프라까지 아우르는 밸류체인을 확보하게 됐다. 신규 편입... ,"Tue, 02 Dec 2025 10:57:00 +0900",https://www.news1.kr/industry/general-industry/5994850,2025-12-02 10:57:00+09:00,2025-12-02
경제,"강릉시, 자원순환 <b>경제</b> 도시 도약…'쓰레기 줄이고 자원 늘린다'",https://n.news.naver.com/mnews/article/001/0015773348?sid=102,재활용품 교환소 확대·분리배출 고도화 등 자원순환 정책 추진 강원 강릉시가 재활용 인프라 확충과 시민 참여 확대를 통해 자원순환 <b>경제</b> 도시로 도약하고 있다. 시는 쓰레기 발생 억제와 재활용률 향상을 위해... ,"Tue, 02 Dec 2025 10:56:00 +0900",https://www.yna.co.kr/view/AKR20251202070100062?input=1195m,2025-12-02 10:56:00+09:00,2025-12-02
부동산,'반값아파트' 마곡 토지임대부 본청약 두 달 연기[<b>부동산</b>AtoZ],https://n.news.naver.com/mnews/article/277/0005687597?sid=101,서울주택도시개발공사(SH)가 '반값아파트'로 홍보해왔던 마곡 토지임대부 분양주택의 본청약 시점을 두 달 연기했다. 분양가 재산정과 대출 상품 마련을 위한 조치다. 2일 SH와 최진혁 서울시의원에 따르면 이달... ,"Tue, 02 Dec 2025 10:56:00 +0900",https://view.asiae.co.kr/article/2025120209473542260,2025-12-02 10:56:00+09:00,2025-12-02
경제,"이 대통령, 5일 충남 타운홀미팅...&quot;우리 <b>경제</b> 핵심 거점&quot;",https://n.news.naver.com/mnews/article/052/0002281207?sid=100,이어 국토의 한가운데 위치한 충남은 전국 어디서나 접근이 용이할 뿐 아니라 반도체와 디스플레이 등 첨단산업이 빠르게 성장하는 우리 <b>경제</b>의 핵심 거점이라고 평가했습니다. 그러면서 풍부한 해양자원과 넓은 갯벌... ,"Tue, 02 Dec 2025 10:53:00 +0900",https://www.ytn.co.kr/_ln/0101_202512021053255235,2025-12-02 10:53:00+09:00,2025-12-02
경제,인천<b>경제</b>자유구역 올해 외국인 직접투자 목표 초과 달성,https://n.news.naver.com/mnews/article/001/0015773328?sid=101,10월 말 기준 7억4천만달러…목표치 6억달러 넘어서 인천<b>경제</b>자유구역청은 올해 외국인직접투자(FDI) 실적이 목표치를 넘어섰다고 2일 밝혔다. 올해 송도·영종·청라 등 인천<b>경제</b>자유구역의 FDI 누적 신고액(10월 말... ,"Tue, 02 Dec 2025 10:52:00 +0900",https://www.yna.co.kr/view/AKR20251202069100065?input=1195m,2025-12-02 10:52:00+09:00,2025-12-02
경제,"파주시, 주한미군 반환공여지 ‘평화<b>경제</b>특구’ 지정 속도",https://n.news.naver.com/mnews/article/382/0001239452?sid=102,평화<b>경제</b>특구 지정에 속도를 내고 있다. 2일 파주시에 따르면 수도권과 접경 지역이라는 중첩 규제로 성장에 제약을 받아온 파주 북부권을 미군 반환공여지 개발과 평화<b>경제</b>특구 지정을 중심으로 산업·주거·관광이... ,"Tue, 02 Dec 2025 10:46:00 +0900",https://sports.donga.com/region/article/all/20251202/132881511/1,2025-12-02 10:46:00+09:00,2025-12-02
부동산,GTX-C 재정사업 전환 촉각…인근 <b>부동산</b> 시장 '촉각',https://n.news.naver.com/mnews/article/015/0005218811?sid=101,"수도권 광역급행철도(GTX) C노선의 ‘재정사업 전환’ 가능성이 거론되면서, 인근 지역 <b>부동산</b> 시장이... <b>부동산</b> 전문가는 “GTX-C 노선이 재정사업으로 전환되면 사업 불확실성이 줄어들어 인근 지역 <b>부동산</b> 심리에... ","Tue, 02 Dec 2025 10:37:00 +0900",https://www.hankyung.com/article/202512028023i,2025-12-02 10:37:00+09:00,2025-12-02
반도체,"아이비젼웍스, <b>반도체</b> 유리기판 미세 결함 검사 특허 출원",https://daily.hankooki.com/news/articleView.html?idxno=1303984,사진=아이비젼웍스 제공  이차전지와 <b>반도체</b> 비전 검사 사업을 영위하는 코스닥 상장사 아이비젼웍스는... TGV 홀 가공 이후 유리기판에 발생하는 잔존 마이크로 크랙은 <b>반도체</b> 후공정에서 기판의 파손을 유발하는 주요... ,"Tue, 02 Dec 2025 10:36:00 +0900",https://daily.hankooki.com/news/articleView.html?idxno=1303984,2025-12-02 10:36:00+09:00,2025-12-02
경제,"알파<b>경제</b>, 언론사 최초 '혁신기술형 벤처기업 인증'",https://n.news.naver.com/mnews/article/108/0003388745?sid=004,알파<b>경제</b>가 언론사 최초로 혁신성장유형 벤처기업 인증을 획득했다고 1일 밝혔다. 이번 인증은 알파<b>경제</b>가 보유한 독자적인 AI(인공지능) 특허 기술과 혁신적인 사업 모델을 공식적으로 인정받았다는 점에서 의미가 크다.... ,"Tue, 02 Dec 2025 10:35:00 +0900",https://www.starnewskorea.com/business-life/2025/12/02/2025120210350490533,2025-12-02 10:35:00+09:00,2025-12-02
부동산,192억→123억…강남 금싸라기 <b>부동산</b> 헐값에 내다판 정부,https://n.news.naver.com/mnews/article/277/0005687576?sid=101,서울 도심 한복판인 강남권 알짜 <b>부동산</b>을 수십억 원 싸게 민간에 내다 판 사례도 여럿 확인됐다. 국유재산... 서울 강남3구 금싸라기 <b>부동산</b>도 예외는 아니다. 서초구 반포동 한 주거용 건물은 감정가가... ,"Tue, 02 Dec 2025 10:35:00 +0900",https://view.asiae.co.kr/article/2025120209203500605,2025-12-02 10:35:00+09:00,2025-12-02
경제,"李대통령, 5일 충남서 '타운홀미팅'…&quot;우리 <b>경제</b>의 핵심 거점&quot;",https://n.news.naver.com/mnews/article/119/0003032153?sid=100,이 대통령은 &quot;국토의 한가운데에 자리한 충남은 전국 어디서나 접근이 용이할 뿐 아니라 반도체와 디스플레이 등 첨단산업이 빠르게 집적·성장하는 우리 <b>경제</b>의 핵심 거점&quot;이라고 밝혔다. 그러면서 &quot;풍부한 해양자원과... ,"Tue, 02 Dec 2025 10:35:00 +0900",https://www.dailian.co.kr/news/view/1580906/?sc=Naver,2025-12-02 10:35:00+09:00,2025-12-02
경제,192억→123억…강남 금싸라기 부동산 헐값에 내다판 정부,https://n.news.naver.com/mnews/article/277/0005687576?sid=101,"<b>경제</b>정의실천시민연합이 2일 발표한 국유재산 입찰매각 실태 분석결과를 보면, 문재인 정부 시절인 2020년부터 2022년까지 낙찰된 매물은 357건이었다. 해당 매물의 총 감정평가액은 581억원, 낙찰액은 633억원으로... ","Tue, 02 Dec 2025 10:35:00 +0900",https://view.asiae.co.kr/article/2025120209203500605,2025-12-02 10:35:00+09:00,2025-12-02
